sample,control_substep,physics_tick,robot_0.lift,robot_0.arm,robot_0.yaw,robot_0.pitch,robot_0.roll,robot_0.grip_pos,robot_0.base_fwd,robot_0.base_strafe,robot_0.base_turn,robot_1.lift,robot_1.arm,robot_1.yaw,robot_1.pitch,robot_1.roll,robot_1.grip_pos,robot_1.base_fwd,robot_1.base_strafe,robot_1.base_turn
1044,0,12528,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.528,0.0,0.8664967,0.045876224,0.14840035,0.0050247824,-0.14086685,0.103,0.0,0.0,0.014052767
1044,1,12532,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.506,0.0,0.8664291,0.04637257,0.14840035,0.0050247824,-0.14162359,0.103,0.0,0.0,0.028242316
1044,2,12536,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.484,0.0,0.86638117,0.04682616,0.14840035,0.0050247824,-0.14223471,0.103,0.0,0.0,0.042376854
1045,0,12540,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.462,0.0,0.8662983,0.047287773,0.14840035,0.0050247824,-0.14306045,0.103,0.0,0.0,0.056364987
1045,1,12544,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.44,0.0,0.86623645,0.047730338,0.14840035,0.0050247824,-0.1437961,0.103,0.0,0.0,0.07014872
1045,2,12548,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.418,0.0,0.86617756,0.048154306,0.14840035,0.0050247824,-0.14455387,0.103,0.0,0.0,0.08369859
1046,0,12552,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.396,0.0,0.86612076,0.04856021,0.14840035,0.0050247824,-0.145337,0.103,0.0,0.0,0.010018806
1046,1,12556,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.374,0.0,0.8660642,0.04894982,0.14840035,0.0050247824,-0.14607729,0.103,0.0,0.0,0.013463537
1046,2,12560,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.352,0.0,0.8660087,0.04932625,0.14840035,0.0050247824,-0.14676878,0.103,0.0,0.0,0.027090143
1047,0,12564,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.33,0.0,0.86595446,0.04969166,0.14840035,0.0050247824,-0.1474682,0.103,0.0,0.0,0.040744986
1047,1,12568,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.308,0.0,0.86590236,0.0500475,0.14840035,0.0050247824,-0.14820282,0.103,0.0,0.0,0.054357786
1047,2,12572,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.286,0.0,0.8658528,0.050394572,0.14840035,0.0050247824,-0.14896289,0.103,0.0,0.0,0.06787434
1048,0,12576,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.264,0.0,0.8658063,0.050732866,0.14840035,0.0050247824,-0.1497471,0.103,0.0,0.0,0.081291765
1048,1,12580,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.242,0.0,0.8657614,0.05106274,0.14840035,0.0050247824,-0.15056147,0.103,0.0,0.0,0.007704554
1048,2,12584,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.22,0.0,0.8657174,0.051385198,0.14840035,0.0050247824,-0.15132007,0.103,0.0,0.0,0.013563623
1049,0,12588,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.198,0.0,0.8656738,0.051703118,0.14840035,0.0050247824,-0.15204147,0.103,-0.014783779,-0.010328746,0.02734264
1049,1,12592,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.176,0.0,0.8656738,0.051703118,0.14840035,0.0050247824,-0.15204147,0.103,-0.026972277,-0.015007704,0.04069521
1049,2,12596,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.154,0.0,0.8656738,0.051703118,0.14840035,0.0050247824,-0.15204147,0.103,-0.03626883,-0.020168906,0.053564202
1050,0,12600,1.1743333,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.132,0.0,0.8656738,0.051703118,0.14840035,0.0050247824,-0.15204147,0.103,-0.046270054,-0.021792557,0.06606127
1050,1,12604,1.1486667,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.11,0.0,0.8656738,0.051776942,0.14840035,0.0050247824,-0.15204147,0.103,-0.056428082,-0.02402101,0.07826863
1050,2,12608,1.123,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.088,0.0,0.8656738,0.052190345,0.14840035,0.0050247824,-0.153533,0.103,-0.06928922,-0.02515594,0.0047852574
1051,0,12612,1.0973334,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.066,0.0,0.8656738,0.052959006,0.14840035,0.0050247824,-0.15473361,0.103,-0.08425089,-0.025090031,0.011942035
1051,1,12616,1.0716667,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.044,0.0,0.8656738,0.05404755,0.14840035,0.0050247824,-0.15585613,0.103,-0.101254,-0.023308285,0.023789914
1051,2,12620,1.046,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.022,0.0,0.8656738,0.055289514,0.14840035,0.0050247824,-0.15686549,0.103,-0.11910661,-0.022011094,0.035271443
1052,0,12624,1.0203334,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8655969,0.05696236,0.14840035,0.0050247824,-0.15837128,0.103,-0.13716362,-0.02239839,0.046254475
1052,1,12628,0.9946667,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8655417,0.058674805,0.14840035,0.0050247824,-0.15955938,0.103,-0.15646464,-0.019953536,0.056748036
1052,2,12632,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86534905,0.06114663,0.14840035,0.0050247824,-0.1617548,0.103,-0.17734987,-0.013682424,0.066659376
1053,0,12636,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86524326,0.06355214,0.14840035,0.0050247824,-0.1633446,0.103,-0.15499805,-0.0071875933,0.07595444
1053,1,12640,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86486655,0.06727008,0.14840035,0.0050247824,-0.16673693,0.103,-0.1328155,-0.004908093,0.0025458306
1053,2,12644,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8647258,0.06644196,0.14840035,0.0050247824,-0.16817626,0.103,-0.110754,-0.0026057202,0.011371781
1054,0,12648,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8647258,0.06644196,0.14840035,0.0050247824,-0.16817626,0.103,-0.088741705,-0.0010212092,0.023984158
1054,1,12652,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8646603,0.06644196,0.14840035,0.0050247824,-0.16909476,0.103,-0.066741705,-2.6305008e-10,0.037533596
1054,2,12656,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86461776,0.06644196,0.14840035,0.0050247824,-0.16962083,0.103,-0.044741705,-4.4065576e-10,0.051877968
1055,0,12660,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86434996,0.06644196,0.14840035,0.0050247824,-0.17166747,0.103,-0.022741705,7.6551526e-10,0.0669071
1055,1,12664,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8642338,0.06644196,0.14840035,0.0050247824,-0.17267367,0.103,-0.0007417043,4.3194294e-12,0.08257598
1055,2,12668,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8641498,0.06644196,0.14840035,0.0050247824,-0.17342046,0.103,0.0,0.0,0.008992099
1056,0,12672,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86410755,0.06644196,0.14840035,0.0050247824,-0.17390108,0.103,0.0,0.0,0.016403353
1056,1,12676,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8640649,0.06644196,0.14840035,0.0050247824,-0.17448053,0.103,0.0,0.0,0.03276127
1056,2,12680,0.96900004,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86403555,0.06644196,0.14840035,0.0050247824,-0.1750724,0.103,0.0,0.0,0.04903596
1057,0,12684,0.9946667,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8640158,0.06644196,0.14840035,0.0050247824,-0.17566824,0.103,0.0,0.0,0.06527108
1057,1,12688,1.0203334,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.86399335,0.06644196,0.14840035,0.0050247824,-0.1763045,0.103,0.0,0.0,0.081473924
1057,2,12692,1.046,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.863969,0.06644196,0.14840035,0.0050247824,-0.17700665,0.103,0.0,0.0,0.007932638
1058,0,12696,1.0716667,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17756712,0.103,0.0,0.0,0.01642672
1058,1,12700,1.0973334,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17806207,0.103,0.0,0.0,0.033106398
1058,2,12704,1.123,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17806207,0.103,0.0,0.0,0.049939364
1059,0,12708,1.1486667,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17806207,0.103,0.0,0.0,0.066774674
1059,1,12712,1.1743333,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17839897,0.103,0.0,0.0,0.083578154
1059,2,12716,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17870347,0.103,0.0,0.0,0.010000052
1060,0,12720,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17870347,0.103,-0.003898807,0.0023029258,0.017057464
1060,1,12724,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.17949516,0.103,-0.0044282246,0.0021751178,0.0343015
1060,2,12728,1.2,0.08576218,0.028805021,0.31,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.1800322,0.103,-0.004492395,0.0021626197,0.05348856
1061,0,12732,1.2,0.08576218,0.028805021,0.40166667,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.18019886,0.103,-0.004527408,0.0021394081,0.0741613
1061,1,12736,1.2,0.08576218,0.028805021,0.4933333,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.18027547,0.103,-0.0046617277,0.0022585965,0.00080924085
1061,2,12740,1.2,0.08576218,0.028805021,0.585,-0.020241475,0.103,0.0,0.0,0.0,0.8639632,0.06644196,0.14840035,0.0050247824,-0.18027547,0.103,-0.004809886,0.0027491422,0.016605692
1062,0,12744,1.2,0.08576218,0.028805021,0.6766667,-0.020241475,0.103,0.0,0.0,0.0,0.86364305,0.06644196,0.14840035,0.0050247824,-0.18235403,0.103,0.0,0.0,0.032154404
1062,1,12748,1.2,0.08576218,0.028805021,0.7683333,-0.020241475,0.103,0.0,0.0,0.0,0.86364305,0.06644196,0.14840035,0.0050247824,-0.18235403,0.103,0.0,0.0,0.04667963
1062,2,12752,1.2,0.08576218,0.028805021,0.86,-0.020241475,0.103,0.0,0.0,0.0,0.86364305,0.06644196,0.14840035,0.0050247824,-0.18235403,0.103,0.0,0.0,0.060245402
1063,0,12756,1.2,0.08576218,0.028805021,0.95166665,-0.020241475,0.103,0.0,0.0,0.0,0.86364305,0.06644196,0.14840035,0.0050247824,-0.18235403,0.103,-0.022,8.7829644e-10,0.07282484
1063,1,12760,1.2,0.08576218,0.028805021,1.0433333,-0.020241475,0.103,0.0,0.0,0.0,0.86361194,0.06644196,0.14840035,0.0050247824,-0.18235403,0.103,-0.044,4.8733667e-10,0.08406165
1063,2,12764,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635925,0.06644196,0.14840035,0.0050247824,-0.18238045,0.103,-0.066,8.318266e-10,0.010501498
1064,0,12768,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86354685,0.06644196,0.14840035,0.0050247824,-0.18284841,0.103,-0.088,1.1021184e-09,0.0091654835
1064,1,12772,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.18310322,0.103,-0.10999999,1.2528096e-09,0.018031979
1064,2,12776,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.18333972,0.103,-0.132,1.512114e-10,0.026505902
1065,0,12780,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.18369263,0.103,-0.154,-0.022000002,0.034658477
1065,1,12784,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.1844518,0.103,-0.176,-0.044,0.04195013
1065,2,12788,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.1861832,0.103,-0.19800001,-0.06600001,0.048476808
1066,0,12792,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.18624146,0.103,-0.17600001,-0.08800001,0.0549247
1066,1,12796,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.188541,0.103,-0.15400001,-0.11000001,0.062704526
1066,2,12800,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.18980017,0.103,-0.13200001,-0.132,0.071819864
1067,0,12804,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.19128358,0.103,-0.11000001,-0.154,0.08214904
1067,1,12808,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.1929981,0.103,-0.08800001,-0.176,0.008651675
1067,2,12812,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.19473828,0.103,-0.06600001,-0.19799998,0.012855979
1068,0,12816,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.19641796,0.103,-0.044,-0.17599998,0.026429858
1068,1,12820,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.19826458,0.103,-0.022,-0.15399998,0.04067275
1068,2,12824,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.19859678,0.103,3.0253762e-09,-0.13199997,0.055626135
1069,0,12828,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8635455,0.06644196,0.14840035,0.0050247824,-0.19899464,0.103,-6.0053257e-10,-0.10999998,0.073600076
1069,1,12832,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86302114,0.06644196,0.14840035,0.0050247824,-0.20022136,0.103,-1.1817889e-09,-0.08799998,0.0002614197
1069,2,12836,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86280257,0.06644196,0.14840035,0.0050247824,-0.20072119,0.103,9.779814e-10,-0.06599998,0.018533904
1070,0,12840,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86280257,0.06644196,0.14840035,0.0050247824,-0.20072119,0.103,2.2138185e-09,-0.08799997,0.0365284
1070,1,12844,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86274475,0.06644196,0.14840035,0.0050247824,-0.20072119,0.103,-7.4549406e-10,-0.10999998,0.052745808
1070,2,12848,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86261934,0.06644196,0.14840035,0.0050247824,-0.20073864,0.103,-1.2793424e-09,-0.13199998,0.067050286
1071,0,12852,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86255425,0.06644196,0.14840035,0.0050247824,-0.20105565,0.103,-3.17295e-09,-0.15399998,0.079953566
1071,1,12856,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86248726,0.06644196,0.14840035,0.0050247824,-0.20180424,0.103,2.9886753e-09,-0.17599998,0.006481286
1071,2,12860,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.86240155,0.06644196,0.14840035,0.0050247824,-0.20295987,0.103,2.9608294e-09,-0.19799998,0.012017183
1072,0,12864,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8623105,0.06644196,0.14840035,0.0050247824,-0.20436901,0.103,-0.021999996,-0.22,0.024391826
1072,1,12868,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8622055,0.06644196,0.14840035,0.0050247824,-0.20614164,0.103,-0.043999992,-0.242,0.036971316
1072,2,12872,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.0,0.0,0.8620601,0.06644196,0.14840035,0.0050247824,-0.20854023,0.103,-0.06599999,-0.264,0.05007114
1073,0,12876,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.022,0.0,0.8619326,0.06644196,0.14840035,0.0050247824,-0.21086481,0.103,-0.08799999,-0.286,0.06446207
1073,1,12880,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.044,0.0,0.8617642,0.06644196,0.14840035,0.0050247824,-0.21356681,0.103,-0.10999999,-0.30800003,0.07983613
1073,2,12884,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,0.0,0.066,0.0,0.861622,0.06644196,0.14840035,0.0050247824,-0.21611694,0.103,-0.13199998,-0.33,0.006351871
1074,0,12888,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.022,0.044,0.0,0.86151177,0.06644196,0.14840035,0.0050247824,-0.21841139,0.103,-0.10999998,-0.35200003,0.017565422
1074,1,12892,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.044,0.022,0.0,0.86137545,0.06644196,0.14840035,0.0050247824,-0.22086403,0.103,-0.08799999,-0.374,0.036187306
1074,2,12896,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.066,0.0,0.0,0.8612094,0.06644196,0.14840035,0.0050247824,-0.2232046,0.103,-0.06599999,-0.39600003,0.058424406
1075,0,12900,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.088,0.0,0.0,0.86098886,0.06644196,0.14840035,0.0050247824,-0.22583124,0.103,-0.04399999,-0.37400004,0.08204086
1075,1,12904,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.11,0.0,0.0,0.86074454,0.06644196,0.14840035,0.0050247824,-0.22846533,0.103,-0.021999989,-0.35200003,0.00848486
1075,2,12908,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.132,0.0,0.0,0.86038697,0.06644196,0.14840035,0.0050247824,-0.23167919,0.103,1.9641792e-08,-0.33000004,0.027690088
1076,0,12912,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.154,0.0,0.0,0.8600672,0.06644196,0.14840035,0.0050247824,-0.23443718,0.103,0.022000019,-0.30800006,0.05702774
1076,1,12916,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.176,0.0,0.0,0.85985184,0.06644196,0.14840035,0.0050247824,-0.23632011,0.103,0.04400002,-0.28600004,0.08810775
1076,2,12920,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.198,0.0,0.0,0.85974675,0.06644196,0.14840035,0.0050247824,-0.23734528,0.103,0.066000015,-0.26400006,0.014369085
1077,0,12924,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.22,0.0,0.0,0.8591373,0.06644196,0.14840035,0.0050247824,-0.24176793,0.103,0.04400002,-0.24200006,0.03308429
1077,1,12928,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.242,0.0,0.0,0.8591373,0.06644196,0.14840035,0.0050247824,-0.24176793,0.103,0.022000026,-0.22000006,0.065919325
1077,2,12932,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.264,0.0,0.0,0.8591373,0.06644196,0.14840035,0.0050247824,-0.24176793,0.103,2.9162527e-08,-0.19800006,0.09781628
1078,0,12936,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.286,0.0,0.0,0.8591373,0.06644196,0.14840035,0.0050247824,-0.2424871,0.103,2.9955138e-09,-0.17600006,0.023788275
1078,1,12940,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.308,0.0,0.0,0.8591373,0.06644196,0.14840035,0.0050247824,-0.2424871,0.103,8.604074e-11,-0.15400004,0.030975662
1078,2,12944,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.33,0.0,0.0,0.8591373,0.06644196,0.14840035,0.0050247824,-0.2424871,0.103,-2.6088702e-09,-0.13200004,0.062390555
1079,0,12948,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.352,0.0,0.0,0.85900587,0.06644196,0.14840035,0.0050247824,-0.2424871,0.103,-2.005618e-09,-0.11000005,0.094428405
1079,1,12952,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.374,0.0,0.0,0.85900587,0.06644196,0.14840035,0.0050247824,-0.2424871,0.103,1.2168354e-09,-0.08800005,0.020498302
1079,2,12956,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.396,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.00019111767,-0.2424871,0.103,5.171464e-10,-0.06600005,0.031338837
1080,0,12960,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.418,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0015485395,-0.2424871,0.103,2.7718874e-10,-0.04400005,0.06219816
1080,1,12964,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.44,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0019267503,-0.2424871,0.103,1.04300006e-10,-0.022000048,0.09231864
1080,2,12968,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.462,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0019267503,-0.2424871,0.103,-3.254807e-16,-4.880796e-08,0.018467065
1081,0,12972,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.484,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0019267503,-0.2424871,0.103,0.0,0.0,0.029691087
1081,1,12976,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.506,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0019267503,-0.2424871,0.103,0.0,0.0,0.05844179
1081,2,12980,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.528,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0025788245,-0.2424871,0.103,0.0,0.0,0.08654958
1082,0,12984,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.55,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0038024802,-0.2424871,0.103,0.0,0.0,0.0128784655
1082,1,12988,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.572,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0050585903,-0.2424871,0.103,0.0,0.0,0.027442323
1082,2,12992,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.594,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0058961688,-0.2424871,0.103,0.0,0.0,0.05446911
1083,0,12996,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.616,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0061726645,-0.2424871,0.103,0.0,0.0,0.080907606
1083,1,13000,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.616,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0063919434,-0.2424871,0.103,0.0,0.0,0.007393944
1083,2,13004,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.616,0.0,0.0,0.85900587,0.06644196,0.14840035,-0.0066182297,-0.2424871,0.103,0.0,0.0,0.026135638
1084,0,13008,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.594,-0.022,0.0,0.85900587,0.06644196,0.14840035,-0.0066182297,-0.2424871,0.103,0.0,0.0,0.053974368
1084,1,13012,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.572,-0.044,0.0,0.85900587,0.06644196,0.14840035,-0.0066182297,-0.2424871,0.103,0.0,0.0,0.08384475
1084,2,13016,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.55,-0.066,0.0,0.85900587,0.06644196,0.14840035,-0.0066182297,-0.2424871,0.103,0.0,0.0,0.010278986
1085,0,13020,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.528,-0.088,0.0,0.85900587,0.09503487,0.14840035,-0.006704282,-0.2424871,0.103,0.0,0.0,0.02095391
1085,1,13024,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.506,-0.11,0.0,0.85900587,0.09937357,0.14840035,-0.0070044836,-0.2424871,0.103,0.0,0.0,0.03955737
1085,2,13028,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.484,-0.132,0.0,0.85900587,0.10062653,0.14840035,-0.0077609364,-0.2424871,0.103,0.0,0.0,0.056656018
1086,0,13032,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.462,-0.154,0.0,0.85900587,0.10074843,0.14840035,-0.008006326,-0.2424871,0.103,0.0,0.0,0.073283136
1086,1,13036,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.44,-0.176,0.0,0.85900587,0.10074843,0.14840035,-0.008222404,-0.2424871,0.103,0.0,0.0,0.088965766
1086,2,13040,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.418,-0.198,0.0,0.85900587,0.10074843,0.14840035,-0.008490808,-0.2424871,0.103,0.0,0.0,0.015331994
1087,0,13044,1.2,0.08576218,0.028805021,1.135,-0.020241475,0.103,-0.396,-0.22,0.0,0.85900587,0.10074843,0.14840035,-0.00890476,-0.2424871,0.103,0.0,0.0,0.0141275935
